pdf_name,page,code,keyword,context,validated,relevant,confirmed_code,notes
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.1: Diversität & Heterogenität,sozial,"schaftlicher Instabilität, braucht es Menschen, die hierfür Lösungen entwickeln und aktiv an einer nachhaltigen Entwicklung mitwirken. In diesem Sinne sind Aufbau und Funktionsweisen von Ökosystemen, sozialen und ökonomischen Systemen sowie deren ethische Grundlagen und Veränderungsmöglichkeiten implizite Studieninhalte. Bildung und Erziehung bedeuten Förderung und Begleitung der Entwicklung von Kindern",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.1: Diversität & Heterogenität,sozial,"ern im Sinne eines ganzheitlichen Menschenbildes, das auf die Wahrung der Würde jedes einzelnen Menschen abzielt. Dahingehend wird ein ganzheitliches Bildungskonzept vertreten, das an moralischen und sozialen Werten orientiert ist und zu möglichst umfassender Entfaltung des Menschseins im Sinne einer Befähigung zu verantwortlicher Selbst- und Mitbestimmung sowie zu nachhaltiger Gestaltung der Gesellscha",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.2: Inklusion & Partizipation,Mitbestimmung,"ches Bildungskonzept vertreten, das an moralischen und sozialen Werten orientiert ist und zu möglichst umfassender Entfaltung des Menschseins im Sinne einer Befähigung zu verantwortlicher Selbst- und Mitbestimmung sowie zu nachhaltiger Gestaltung der Gesellschaft beiträgt. Vor diesem Hintergrund versteht sich das Studium als Prozess, der das lernende und forschende Subjekt in den Mittelpunkt stellt. Die über d",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.3: Individuelle Förderung & Differenzierung,individuelle Lernphasen,"chen Studien ermöglichen einen individuellen Entwicklungsprozess, der auf die konkreten Anforderungen des Berufsfelds bezogen ist. Diese Prozesshaftigkeit respektiert und fördert unterschiedliche und individuelle Lernphasen und -entwicklungen von Studierenden.  Das Studium orientiert sich an wissenschaftlicher Forschung und deren Auseinandersetzung mit der Thematik. Diese wissenschaftliche Orientierung wird in der Offen",True,ja,Code 2.3: Individuelle Förderung & Differenzierung,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Ungerechtigkeit,"ammenhänge an der Schnittstelle von Ökologie, Ökonomie und Sozialem. Angesichts globaler Problemlagen bzw. Herausforderungen, wie Klimawandel, Ressourcenknappheit, Verlust der Artenvielfalt, sozialer Ungerechtigkeit und volkswirtschaftlicher Instabilität, braucht es Menschen, die hierfür Lösungen entwickeln und aktiv an einer nachhaltigen Entwicklung mitwirken. In diesem Sinne sind Aufbau und Funktionsweisen von",True,nein,Code 2.4: Abbau von Benachteiligung & Diskriminierung,unsicher
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,Werte,"nne eines ganzheitlichen Menschenbildes, das auf die Wahrung der Würde jedes einzelnen Menschen abzielt. Dahingehend wird ein ganzheitliches Bildungskonzept vertreten, das an moralischen und sozialen Werten orientiert ist und zu möglichst umfassender Entfaltung des Menschseins im Sinne einer Befähigung zu verantwortlicher Selbst- und Mitbestimmung sowie zu nachhaltiger Gestaltung der Gesellschaft beitr",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"gogischen und sozialen Handelns. Bildung wird als biografischer Prozess verstanden, der sich auf die gesamte Berufsarbeitszeit bezieht und dementsprechend organisiert wird. Neben dem Erwerb konkreter Reflexions- und Handlungskompetenzen für die pädagogische Praxis zielt das Lehrkonzept des Bachelorstudiums auch darauf ab, Studierenden ihre Verantwortung für den eigenen Bildungsprozess sowie die Bildungs- u",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,ethisch,"die hierfür Lösungen entwickeln und aktiv an einer nachhaltigen Entwicklung mitwirken. In diesem Sinne sind Aufbau und Funktionsweisen von Ökosystemen, sozialen und ökonomischen Systemen sowie deren ethische Grundlagen und Veränderungsmöglichkeiten implizite Studieninhalte. Bildung und Erziehung bedeuten Förderung und Begleitung der Entwicklung von Kindern im Sinne eines ganzheitlichen Menschenbildes, d",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,moralisch,"icklung von Kindern im Sinne eines ganzheitlichen Menschenbildes, das auf die Wahrung der Würde jedes einzelnen Menschen abzielt. Dahingehend wird ein ganzheitliches Bildungskonzept vertreten, das an moralischen und sozialen Werten orientiert ist und zu möglichst umfassender Entfaltung des Menschseins im Sinne einer Befähigung zu verantwortlicher Selbst- und Mitbestimmung sowie zu nachhaltiger Gestaltung d",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,Menschenbild,"wie deren ethische Grundlagen und Veränderungsmöglichkeiten implizite Studieninhalte. Bildung und Erziehung bedeuten Förderung und Begleitung der Entwicklung von Kindern im Sinne eines ganzheitlichen Menschenbildes, das auf die Wahrung der Würde jedes einzelnen Menschen abzielt. Dahingehend wird ein ganzheitliches Bildungskonzept vertreten, das an moralischen und sozialen Werten orientiert ist und zu möglichs",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,reflexiv,"en. Durch fundiertes Feedback und Beratung wird den Studierenden die Möglichkeit geboten, ihre Professionalität weiterzuentwickeln. Im Sinne der akademischen Freiheit in Lehre und Forschung wird eine reflexive, kritische und diskursive Auseinandersetzung mit Lehr- und Lerninhalten gefördert. Die Lehre an den an diesem Studium beteiligten Pädagogischen Hochschulen orientiert sich an einem ganzheitlichen Ve",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",9.0,Code 2.7: Professionelle Haltung & Ethik,Respekt,"Studienverlauf angelegten Pädagogisch Praktischen Studien ermöglichen einen individuellen Entwicklungsprozess, der auf die konkreten Anforderungen des Berufsfelds bezogen ist. Diese Prozesshaftigkeit respektiert und fördert unterschiedliche und individuelle Lernphasen und -entwicklungen von Studierenden.  Das Studium orientiert sich an wissenschaftlicher Forschung und deren Auseinandersetzung mit der The",True,nein,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.1: Diversität & Heterogenität,kulturell,"ktiv und selbstkritisch mit ihrer eigenen Person, ihren Werten und ihrer Haltung zu Welt, Gesellschaft, zum Menschen und zum Kind auseinander. • begreifen Kindheit als Lebensphase sowie als soziales, kulturelles und gesellschaftliches Konstrukt. • haben Grundkenntnisse der sozialen und emotionalen Entwicklung von Kindern und Kleinkindern in unterschiedlichen Interaktionskonstellationen, sehen Kinder als Ko",True,ja,Code 2.1: Diversität & Heterogenität,unklar
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.1: Diversität & Heterogenität,kulturell,"s Ko-Konstrukteure sowie Akteure im Denken, Handeln und Lernen und bringen dies in Verbindung mit Bildungstheorien. • eignen sich pädagogische Konzepte auf Basis von Theorien und Praktiken im Kontext kultureller Bildung an. • kennen die Prinzipien politischer Bildung und sind in der Lage, partizipations- und werteorientierte Bildungsarbeit zu gestalten. • können Modelle und Theorien kindlicher Entwicklung",True,ja,Code 2.1: Diversität & Heterogenität,unklar
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.1: Diversität & Heterogenität,sozial,für die Profession der Pädagogin bzw. des Pädagogen verstanden und weiterentwickelt. Das hochschuldidaktische Konzept orientiert sich deshalb sowohl an aktuellen lerntheoretischen sowie bildungs- und sozialwissenschaftlichen Erkenntnissen als auch an konkreten Lern- und Entwicklungsprozessen der Studierenden. Das Beurteilungskonzept baut auf diesem hinsichtlich der zu erwerbenden Kompetenzen und Lernerg,True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.1: Diversität & Heterogenität,sozial,"ch konstruktiv und selbstkritisch mit ihrer eigenen Person, ihren Werten und ihrer Haltung zu Welt, Gesellschaft, zum Menschen und zum Kind auseinander. • begreifen Kindheit als Lebensphase sowie als soziales, kulturelles und gesellschaftliches Konstrukt. • haben Grundkenntnisse der sozialen und emotionalen Entwicklung von Kindern und Kleinkindern in unterschiedlichen Interaktionskonstellationen, sehen",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.1: Diversität & Heterogenität,sozial,"haftliche, soziologische und psychologische Theorien und Forschungsbefunde aus interdisziplinärer Perspektive zu interpretieren und auf die pädagogische Praxis zu beziehen. • verfügen über Kenntnisse sozial-emotionaler, kognitiver, motorischer und sprachlicher Entwicklung, können diese analysieren und einordnen, angemessen begleiten und auf abweichende Entwicklungsverläufe adäquat fördernd reagieren. •",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.2: Inklusion & Partizipation,Partizipation,"ung mit Bildungstheorien. • eignen sich pädagogische Konzepte auf Basis von Theorien und Praktiken im Kontext kultureller Bildung an. • kennen die Prinzipien politischer Bildung und sind in der Lage, partizipations- und werteorientierte Bildungsarbeit zu gestalten. • können Modelle und Theorien kindlicher Entwicklung analysieren und sind in der Lage, erziehungswissenschaftliche, soziologische und psychologisch",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.3: Individuelle Förderung & Differenzierung,Differenzierung,"Inhalten der aktuellen Bildungsforschung und ein Professionsbewusstsein mit hoher Reflexionsfähigkeit sind Voraussetzung für die Entwicklung eines professionellen pädagogischen Habitus. Reflexions-, Differenzierungs-, Diskurs- und Teamfähigkeit sind für die Gestaltung von Entwicklungsprozessen relevant und werden im Studium gefördert. In den nachfolgend beschriebenen Kompetenzen bildet sich das gesamte Professi",True,ja,Code 2.3: Individuelle Förderung & Differenzierung,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.3: Individuelle Förderung & Differenzierung,Fördermaßnahmen,"und auf abweichende Entwicklungsverläufe adäquat fördernd reagieren. • kennen unterschiedliche Konzepte und Methoden der Lern- und Entwicklungsbeobachtung sowie -dokumentation, sind imstande, daraus Fördermaßnahmen abzuleiten und Bildungsprozesse zu begleiten. Sie sind zudem in der Lage, die Dokumentationen als Grundlage für Team-, Eltern- und Beratungsgespräche sowie zur Bildungsverlaufsplanung einzusetzen. •",True,ja,Code 2.3: Individuelle Förderung & Differenzierung,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.5: Bildungspartnerschaft & Sozialraumorientierung,Bildungspartnerschaft,"ofessioneller Teams, wissen um die Wichtigkeit und den Nutzen externer Bildungspartner*innen sowie gesellschaftlicher Akteur*innen und kennen Kriterien und Methoden zur Gestaltung einer konstruktiven Bildungspartnerschaft mit Erziehungsberechtigten.",True,ja,Code 2.5: Bildungspartnerschaft & Sozialraumorientierung,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,sprachlich,"rien und Forschungsbefunde aus interdisziplinärer Perspektive zu interpretieren und auf die pädagogische Praxis zu beziehen. • verfügen über Kenntnisse sozial-emotionaler, kognitiver, motorischer und sprachlicher Entwicklung, können diese analysieren und einordnen, angemessen begleiten und auf abweichende Entwicklungsverläufe adäquat fördernd reagieren. • kennen unterschiedliche Konzepte und Methoden der Le",True,ja,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.7: Professionelle Haltung & Ethik,Werte,"n Kompetenzen bildet sich das gesamte Professionsverständnis ab.  Allgemeine pädagogische Kompetenz Die Absolvent*innen …  • setzen sich konstruktiv und selbstkritisch mit ihrer eigenen Person, ihren Werten und ihrer Haltung zu Welt, Gesellschaft, zum Menschen und zum Kind auseinander. • begreifen Kindheit als Lebensphase sowie als soziales, kulturelles und gesellschaftliches Konstrukt. • haben Grundke",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.7: Professionelle Haltung & Ethik,Werte,"rien. • eignen sich pädagogische Konzepte auf Basis von Theorien und Praktiken im Kontext kultureller Bildung an. • kennen die Prinzipien politischer Bildung und sind in der Lage, partizipations- und werteorientierte Bildungsarbeit zu gestalten. • können Modelle und Theorien kindlicher Entwicklung analysieren und sind in der Lage, erziehungswissenschaftliche, soziologische und psychologische Theorien u",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.7: Professionelle Haltung & Ethik,Haltung,"det sich das gesamte Professionsverständnis ab.  Allgemeine pädagogische Kompetenz Die Absolvent*innen …  • setzen sich konstruktiv und selbstkritisch mit ihrer eigenen Person, ihren Werten und ihrer Haltung zu Welt, Gesellschaft, zum Menschen und zum Kind auseinander. • begreifen Kindheit als Lebensphase sowie als soziales, kulturelles und gesellschaftliches Konstrukt. • haben Grundkenntnisse der sozial",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",10.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"chreibungen ausgewiesen.  2.4 Erwartete Lernergebnisse/Kompetenzen  Professionsverständnis Die Auseinandersetzung mit Inhalten der aktuellen Bildungsforschung und ein Professionsbewusstsein mit hoher Reflexionsfähigkeit sind Voraussetzung für die Entwicklung eines professionellen pädagogischen Habitus. Reflexions-, Differenzierungs-, Diskurs- und Teamfähigkeit sind für die Gestaltung von Entwicklungsprozes",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Diversität,"eren und zu begleiten. • kennen die Basiskonzepte und Theorien zu den Vorläuferfähigkeiten des Schriftspracherwerbs sowie der Lesekompetenz und sind in der Lage, Handlungsoptionen daraus abzuleiten.  Diversitäts- und Inklusionskompetenz Die Absolvent*innen …  • kennen die Grundlagen der Dimensionen Kultur, Nation, Religion, Behinderung, Begabung, sexuelle Orientierung, Geschlecht etc. und sind in der Lage,",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Diversität,"d Inklusionskompetenz Die Absolvent*innen …  • kennen die Grundlagen der Dimensionen Kultur, Nation, Religion, Behinderung, Begabung, sexuelle Orientierung, Geschlecht etc. und sind in der Lage, eine diversitätsbewusste Haltung einzunehmen, bei der Stärken- und Ressourcenorientierung im Vordergrund stehen. • begreifen Diversität als Ressource für Bildungs- und Lernprozesse, können Kerndimensionen und Theori",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Diversität,"te Haltung einzunehmen, bei der Stärken- und Ressourcenorientierung im Vordergrund stehen. • begreifen Diversität als Ressource für Bildungs- und Lernprozesse, können Kerndimensionen und Theorien von Diversität interpretieren und sind in der Lage, Familienkonstellationen sozialisationstheoretisch sowie soziologisch zu reflektieren und diversitätsbewusst zu agieren. • sind fähig, sich kritisch mit der eigene",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Diversität,"ngs- und Lernprozesse, können Kerndimensionen und Theorien von Diversität interpretieren und sind in der Lage, Familienkonstellationen sozialisationstheoretisch sowie soziologisch zu reflektieren und diversitätsbewusst zu agieren. • sind fähig, sich kritisch mit der eigenen Biografie, mit dem Begriff des Fremden und des Eigenen auseinanderzusetzen und ihre eigene Haltung und Sprache zu reflektieren. • kenne",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Diversität,"Segregation, Integration und Inklusion und können in heterogenen Kindergruppen kompetent Gemeinsamkeit, Partizipation und Zugehörigkeit fördern sowie Lehr- und Lernprozesse im Sinne von Inklusion und Diversität gestalten. • kennen sowohl die rechtlichen Grundlagen des Themas Inklusion als auch inklusionsfördernde Lern- und Raumsettings und verstehen die Notwendigkeit inklusiver Bildung.",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Geschlecht,"ptionen daraus abzuleiten.  Diversitäts- und Inklusionskompetenz Die Absolvent*innen …  • kennen die Grundlagen der Dimensionen Kultur, Nation, Religion, Behinderung, Begabung, sexuelle Orientierung, Geschlecht etc. und sind in der Lage, eine diversitätsbewusste Haltung einzunehmen, bei der Stärken- und Ressourcenorientierung im Vordergrund stehen. • begreifen Diversität als Ressource für Bildungs- und Lern",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,sozial,"dividueller, interaktionaler und kontextueller Ebene und sehen sich im Kontext der Transition mit den anderen Beteiligten in einer Bildungspartnerschaft. • verstehen die Wichtigkeit der Förderung von sozialer, emotionaler, motorischer und sensorischer Entwicklung durch Musik und Bewegung. • nutzen Kenntnisse für Voraussetzungen zum Erwerb mathematischer Denkprozesse auf Basis interdisziplinärer Zugänge",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,sozial,"ordergrund stehen. • begreifen Diversität als Ressource für Bildungs- und Lernprozesse, können Kerndimensionen und Theorien von Diversität interpretieren und sind in der Lage, Familienkonstellationen sozialisationstheoretisch sowie soziologisch zu reflektieren und diversitätsbewusst zu agieren. • sind fähig, sich kritisch mit der eigenen Biografie, mit dem Begriff des Fremden und des Eigenen auseinander",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.1: Diversität & Heterogenität,Familienkonstellationen,"sourcenorientierung im Vordergrund stehen. • begreifen Diversität als Ressource für Bildungs- und Lernprozesse, können Kerndimensionen und Theorien von Diversität interpretieren und sind in der Lage, Familienkonstellationen sozialisationstheoretisch sowie soziologisch zu reflektieren und diversitätsbewusst zu agieren. • sind fähig, sich kritisch mit der eigenen Biografie, mit dem Begriff des Fremden und des Eigenen ause",True,ja,Code 2.1: Diversität & Heterogenität,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.2: Inklusion & Partizipation,Inklusion,"iten. • kennen die Basiskonzepte und Theorien zu den Vorläuferfähigkeiten des Schriftspracherwerbs sowie der Lesekompetenz und sind in der Lage, Handlungsoptionen daraus abzuleiten.  Diversitäts- und Inklusionskompetenz Die Absolvent*innen …  • kennen die Grundlagen der Dimensionen Kultur, Nation, Religion, Behinderung, Begabung, sexuelle Orientierung, Geschlecht etc. und sind in der Lage, eine diversitäts",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.2: Inklusion & Partizipation,Inklusion,"f des Fremden und des Eigenen auseinanderzusetzen und ihre eigene Haltung und Sprache zu reflektieren. • kennen den Paradigmenwechsel und dessen Konsequenzen in Bezug auf Segregation, Integration und Inklusion und können in heterogenen Kindergruppen kompetent Gemeinsamkeit, Partizipation und Zugehörigkeit fördern sowie Lehr- und Lernprozesse im Sinne von Inklusion und Diversität gestalten. • kennen sowohl",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.2: Inklusion & Partizipation,Inklusion,"in Bezug auf Segregation, Integration und Inklusion und können in heterogenen Kindergruppen kompetent Gemeinsamkeit, Partizipation und Zugehörigkeit fördern sowie Lehr- und Lernprozesse im Sinne von Inklusion und Diversität gestalten. • kennen sowohl die rechtlichen Grundlagen des Themas Inklusion als auch inklusionsfördernde Lern- und Raumsettings und verstehen die Notwendigkeit inklusiver Bildung.",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.2: Inklusion & Partizipation,Inklusion,"en kompetent Gemeinsamkeit, Partizipation und Zugehörigkeit fördern sowie Lehr- und Lernprozesse im Sinne von Inklusion und Diversität gestalten. • kennen sowohl die rechtlichen Grundlagen des Themas Inklusion als auch inklusionsfördernde Lern- und Raumsettings und verstehen die Notwendigkeit inklusiver Bildung.",True,ja,Code 2.2: Inklusion & Partizipation,
"Cluster West_Tirol, Vorarlberg, Edith Stein.pdf",11.0,Code 2.2: Inklusion & Partizipation,inklusiv,se im Sinne von Inklusion und Diversität gestalten. • kennen sowohl die rechtlichen Grundlagen des Themas Inklusion als auch inklusionsfördernde Lern- und Raumsettings und verstehen die Notwendigkeit inklusiver Bildung.,True,ja,Code 2.2: Inklusion & Partizipation,
